,gamma-disparity,racePctWhite,racepctblack
0,-0.00485855339019,-1.0,-1.0
1,-0.00409802896957,-0.9,-1.0
2,-0.00397121874595,-0.8,-1.0
3,0.00125144766682,-0.7,-1.0
4,0.00172718419249,-0.6,-1.0
5,0.00176923083774,-0.5,-1.0
6,0.00210341169519,-0.4,-1.0
7,0.00153798728702,-0.3,-1.0
8,0.00144040159187,-0.2,-1.0
9,0.00226668617759,-0.1,-1.0
10,0.0017653423975,0.0,-1.0
11,0.00154291995091,0.1,-1.0
12,0.00130599983846,0.2,-1.0
13,0.000783111491177,0.3,-1.0
14,0.000847083939981,0.4,-1.0
15,0.000388369642529,0.5,-1.0
16,-0.000227158222487,0.6,-1.0
17,-9.10368961982e-05,0.7,-1.0
18,0.000501834034542,0.8,-1.0
19,0.000388401972623,0.9,-1.0
20,-0.00402342854967,-1.0,-0.9
21,-0.00485855339019,-0.9,-0.9
22,-0.00447608215582,-0.8,-0.9
23,-0.00271792818557,-0.7,-0.9
24,0.00186828626551,-0.6,-0.9
25,0.00189748576446,-0.5,-0.9
26,0.00172771836412,-0.4,-0.9
27,0.00193870793543,-0.3,-0.9
28,0.00128532865297,-0.2,-0.9
29,0.00179086409944,-0.1,-0.9
30,0.0017653423975,0.0,-0.9
31,0.00124074740796,0.1,-0.9
32,0.0011168036012,0.2,-0.9
33,0.000798201939399,0.3,-0.9
34,0.000699042483793,0.4,-0.9
35,-0.000129704413935,0.5,-0.9
36,-8.31682574066e-05,0.6,-0.9
37,0.000348726535055,0.7,-0.9
38,0.000555767654993,0.8,-0.9
39,0.000114304960245,0.9,-0.9
40,-0.00360604020934,-1.0,-0.8
41,-0.00444109500132,-0.9,-0.8
42,-0.00485855339019,-0.8,-0.8
43,-0.00462549925467,-0.7,-0.8
44,-0.00142078303956,-0.6,-0.8
45,0.00202797379931,-0.5,-0.8
46,0.00176923083774,-0.4,-0.8
47,0.00193727948979,-0.3,-0.8
48,0.00139889674583,-0.2,-0.8
49,0.00187440664095,-0.1,-0.8
50,0.0017653423975,0.0,-0.8
51,0.0015289022462,0.1,-0.8
52,0.00120655000202,0.2,-0.8
53,0.000951690341138,0.3,-0.8
54,0.000388369642529,0.4,-0.8
55,-0.000153526105964,0.5,-0.8
56,0.000348726535055,0.6,-0.8
57,0.00047158831441,0.7,-0.8
58,0.000114304960245,0.8,-0.8
59,0.000306300643868,0.9,-0.8
60,-0.00458667870213,-1.0,-0.7
61,-0.0043179836234,-0.9,-0.7
62,-0.00447150684326,-0.8,-0.7
63,-0.00485855339019,-0.7,-0.7
64,-0.00372271612846,-0.6,-0.7
65,0.00122724391383,-0.5,-0.7
66,0.00190670948773,-0.4,-0.7
67,0.00220361040551,-0.3,-0.7
68,0.00112765811755,-0.2,-0.7
69,0.00187440664095,-0.1,-0.7
70,0.0017653423975,0.0,-0.7
71,0.00170144844941,0.1,-0.7
72,0.00112955748925,0.2,-0.7
73,0.000435491700265,0.3,-0.7
74,-0.000262354761976,0.4,-0.7
75,0.000151245028729,0.5,-0.7
76,0.000703879572019,0.6,-0.7
77,0.000114304960245,0.7,-0.7
78,0.000143684677432,0.8,-0.7
79,-7.0671922485e-05,0.9,-0.7
80,-0.00227584499897,-1.0,-0.6
81,-0.00395010264492,-0.9,-0.6
82,-0.00468712303018,-0.8,-0.6
83,-0.00448222383585,-0.7,-0.6
84,-0.00485855339019,-0.6,-0.6
85,-0.00412361027745,-0.5,-0.6
86,0.00186828626551,-0.4,-0.6
87,0.00176923083774,-0.3,-0.6
88,0.00193870793543,-0.2,-0.6
89,0.00172887225988,-0.1,-0.6
90,0.0017653423975,0.0,-0.6
91,0.00120538085113,0.1,-0.6
92,0.000798201939399,0.2,-0.6
93,0.000388369642529,0.3,-0.6
94,-8.31682574066e-05,0.4,-0.6
95,0.000501834034542,0.5,-0.6
96,0.000114304960245,0.6,-0.6
97,0.000143684677432,0.7,-0.6
98,5.23994977688e-05,0.8,-0.6
99,-0.000190964952166,0.9,-0.6
100,-0.000732493425672,-1.0,-0.5
101,-0.00225571959353,-0.9,-0.5
102,-0.00217944901291,-0.8,-0.5
103,-0.00437229151374,-0.7,-0.5
104,-0.0043087232622,-0.6,-0.5
105,-0.00485855339019,-0.5,-0.5
106,-0.00397121874595,-0.4,-0.5
107,0.00172718419249,-0.3,-0.5
108,0.00210341169519,-0.2,-0.5
109,0.00144040159187,-0.1,-0.5
110,0.0017653423975,0.0,-0.5
111,0.00130599983846,0.1,-0.5
112,0.000847083939981,0.2,-0.5
113,-0.000227158222487,0.3,-0.5
114,0.000501834034542,0.4,-0.5
115,0.000114304960245,0.5,-0.5
116,-0.00017971171221,0.6,-0.5
117,5.23994977688e-05,0.7,-0.5
118,-0.000309894359893,0.8,-0.5
119,-0.000839759396486,0.9,-0.5
120,-0.00104879839966,-1.0,-0.4
121,0.000105331631707,-0.9,-0.4
122,-0.000732493425672,-0.8,-0.4
123,-0.00236453821926,-0.7,-0.4
124,-0.00395010264492,-0.6,-0.4
125,-0.00360604020934,-0.5,-0.4
126,-0.00485855339019,-0.4,-0.4
127,-0.00142078303956,-0.3,-0.4
128,0.00176923083774,-0.2,-0.4
129,0.00139889674583,-0.1,-0.4
130,0.0017653423975,0.0,-0.4
131,0.00120655000202,0.1,-0.4
132,0.000388369642529,0.2,-0.4
133,0.000348726535055,0.3,-0.4
134,0.000114304960245,0.4,-0.4
135,-7.0671922485e-05,0.5,-0.4
136,-0.000190964952166,0.6,-0.4
137,-0.00071960165133,0.7,-0.4
138,-0.000292370695324,0.8,-0.4
139,-0.00039160964685,0.9,-0.4
140,-0.00066127761404,-1.0,-0.3
141,-0.000720763124893,-0.9,-0.3
142,-0.00109280153454,-0.8,-0.3
143,-0.000177387037686,-0.7,-0.3
144,-0.000732493425672,-0.6,-0.3
145,-0.00227584499897,-0.5,-0.3
146,-0.00468712303018,-0.4,-0.3
147,-0.00485855339019,-0.3,-0.3
148,0.00186828626551,-0.2,-0.3
149,0.00193870793543,-0.1,-0.3
150,0.0017653423975,0.0,-0.3
151,0.000798201939399,0.1,-0.3
152,-8.31682574066e-05,0.2,-0.3
153,0.000114304960245,0.3,-0.3
154,5.23994977688e-05,0.4,-0.3
155,-0.000508870379559,0.5,-0.3
156,-0.000292370695324,0.6,-0.3
157,-0.000533453129683,0.7,-0.3
158,-0.000369938830208,0.8,-0.3
159,-0.00069894215245,0.9,-0.3
160,-0.0011941524843,-1.0,-0.2
161,-0.000893183576259,-0.9,-0.2
162,-0.000929172011122,-0.8,-0.2
163,-0.000573482477997,-0.7,-0.2
164,-0.000720763124893,-0.6,-0.2
165,-0.00104879839966,-0.5,-0.2
166,-0.000732493425672,-0.4,-0.2
167,-0.00395010264492,-0.3,-0.2
168,-0.00485855339019,-0.2,-0.2
