,gamma-disparity,racePctWhite,racepctblack
0,-0.00317838703922,-1.0,-1.0
1,-0.00309450676622,-0.9,-1.0
2,-0.00264045147491,-0.8,-1.0
3,-0.00180822410534,-0.7,-1.0
4,-0.00169164474287,-0.6,-1.0
5,-0.00112900714902,-0.5,-1.0
6,-0.000839869004604,-0.4,-1.0
7,-0.00081854351147,-0.3,-1.0
8,-0.000556417658361,-0.2,-1.0
9,-0.000297135204337,-0.1,-1.0
10,-0.000299978603422,0.0,-1.0
11,0.000460808364143,0.1,-1.0
12,0.000456543265516,0.2,-1.0
13,0.00145102209534,0.3,-1.0
14,0.0014595522926,0.4,-1.0
15,0.0019496832098,0.5,-1.0
16,0.002439814127,0.6,-1.0
17,0.003439979755,0.7,-1.0
18,0.00393579747037,0.8,-1.0
19,0.0039301106722,0.9,-1.0
20,-0.00301720185361,-1.0,-0.9
21,-0.00317838703922,-0.9,-0.9
22,-0.00307744637172,-0.8,-0.9
23,-0.00253382400924,-0.7,-0.9
24,-0.0017598863209,-0.6,-0.9
25,-0.00140961509617,-0.5,-0.9
26,-0.0011048382568,-0.4,-0.9
27,-0.000573478052869,-0.3,-0.9
28,-0.000560682756988,-0.2,-0.9
29,-0.000546465761565,-0.1,-0.9
30,-0.000299978603422,0.0,-0.9
31,0.000460808364143,0.1,-0.9
32,0.000455121565974,0.2,-0.9
33,0.00145244379489,0.3,-0.9
34,0.00195394830843,0.4,-0.9
35,0.0021947486684,0.5,-0.9
36,0.00319064919777,0.6,-0.9
37,0.00393721916991,0.7,-0.9
38,0.00392726727312,0.8,-0.9
39,0.00367082821818,0.9,-0.9
40,-0.00355140545663,-1.0,-0.8
41,-0.00326653241084,-0.9,-0.8
42,-0.00317838703922,-0.8,-0.8
43,-0.00306749447492,-0.7,-0.8
44,-0.00214374519732,-0.6,-0.8
45,-0.0017058617383,-0.5,-0.8
46,-0.00112900714902,-0.4,-0.8
47,-0.000834182206435,-0.3,-0.8
48,-0.00056210445653,-0.2,-0.8
49,-0.00054930916065,-0.1,-0.8
50,-0.000299978603422,0.0,-0.8
51,0.00046507346277,0.1,-0.8
52,0.000952360980887,0.2,-0.8
53,0.00145386549443,0.3,-0.8
54,0.0019496832098,0.4,-0.8
55,0.00244265752609,0.5,-0.8
56,0.00393721916991,0.6,-0.8
57,0.00392868897266,0.7,-0.8
58,0.00367082821818,0.8,-0.8
59,0.00341012406461,0.9,-0.8
60,-0.00458853527272,-1.0,-0.7
61,-0.00382063980745,-0.9,-0.7
62,-0.00326653241084,-0.8,-0.7
63,-0.00317838703922,-0.7,-0.7
64,-0.00277977803005,-0.6,-0.7
65,-0.00185798358932,-0.5,-0.7
66,-0.00141956699297,-0.4,-0.7
67,-0.00110341655726,-0.3,-0.7
68,-0.00081854351147,-0.2,-0.7
69,-0.00054930916065,-0.1,-0.7
70,-0.000299978603422,0.0,-0.7
71,0.000463651763227,0.1,-0.7
72,0.00120311323766,0.2,-0.7
73,0.00195252660888,0.3,-0.7
74,0.00219190526932,0.4,-0.7
